day;sensor;time_[s];speed_[km/h];occupancy_[%];PL/h;VL/h;speed_per_lane;occupancy_per_lane;flow_per_lane_[veh/h]
2018-09-03;Poste 12 Sens 1;1800;;;0.00;39.00;[];[];[]
2018-09-03;Poste 12 Sens 1;5400;;;1.00;26.00;[];[];[]
2018-09-03;Poste 12 Sens 1;9000;;;2.00;31.00;[];[];[]
2018-09-03;Poste 12 Sens 1;12600;;;8.00;48.00;[];[];[]
2018-09-03;Poste 12 Sens 1;16200;;;15.00;154.00;[];[];[]
2018-09-03;Poste 12 Sens 1;19800;;;31.00;811.00;[];[];[]
2018-09-03;Poste 12 Sens 1;23400;;;36.00;980.00;[];[];[]
2018-09-03;Poste 12 Sens 1;27000;;;42.00;1129.00;[];[];[]
2018-09-03;Poste 12 Sens 1;30600;;;34.00;1001.00;[];[];[]
2018-09-03;Poste 12 Sens 1;34200;;;33.00;933.00;[];[];[]
2018-09-03;Poste 12 Sens 1;37800;;;37.00;993.00;[];[];[]
2018-09-03;Poste 12 Sens 1;41400;;;35.00;973.00;[];[];[]
2018-09-03;Poste 12 Sens 1;45000;;;30.00;1057.00;[];[];[]
2018-09-03;Poste 12 Sens 1;48600;;;34.00;949.00;[];[];[]
2018-09-03;Poste 12 Sens 1;52200;;;28.00;962.00;[];[];[]
2018-09-03;Poste 12 Sens 1;55800;;;22.00;1146.00;[];[];[]
2018-09-03;Poste 12 Sens 1;59400;;;18.00;1211.00;[];[];[]
2018-09-03;Poste 12 Sens 1;63000;;;34.00;1104.00;[];[];[]
2018-09-03;Poste 12 Sens 1;66600;;;17.00;814.00;[];[];[]
2018-09-03;Poste 12 Sens 1;70200;;;8.00;553.00;[];[];[]
2018-09-03;Poste 12 Sens 1;73800;;;7.00;278.00;[];[];[]
2018-09-03;Poste 12 Sens 1;77400;;;5.00;174.00;[];[];[]
2018-09-03;Poste 12 Sens 1;81000;;;0.00;119.00;[];[];[]
2018-09-03;Poste 12 Sens 1;84600;;;1.00;45.00;[];[];[]
2018-09-04;Poste 12 Sens 1;1800;;;1.00;27.00;[];[];[]
2018-09-04;Poste 12 Sens 1;5400;;;1.00;18.00;[];[];[]
2018-09-04;Poste 12 Sens 1;9000;;;2.00;25.00;[];[];[]
2018-09-04;Poste 12 Sens 1;12600;;;7.00;41.00;[];[];[]
2018-09-04;Poste 12 Sens 1;16200;;;16.00;145.00;[];[];[]
2018-09-04;Poste 12 Sens 1;19800;;;32.00;799.00;[];[];[]
2018-09-04;Poste 12 Sens 1;23400;;;33.00;959.00;[];[];[]
2018-09-04;Poste 12 Sens 1;27000;;;38.00;1123.00;[];[];[]
2018-09-04;Poste 12 Sens 1;30600;;;31.00;975.00;[];[];[]
2018-09-04;Poste 12 Sens 1;34200;;;32.00;1000.00;[];[];[]
2018-09-04;Poste 12 Sens 1;37800;;;33.00;1017.00;[];[];[]
2018-09-04;Poste 12 Sens 1;41400;;;35.00;1032.00;[];[];[]
2018-09-04;Poste 12 Sens 1;45000;;;40.00;973.00;[];[];[]
2018-09-04;Poste 12 Sens 1;48600;;;37.00;919.00;[];[];[]
2018-09-04;Poste 12 Sens 1;52200;;;25.00;1054.00;[];[];[]
2018-09-04;Poste 12 Sens 1;55800;;;20.00;1122.00;[];[];[]
2018-09-04;Poste 12 Sens 1;59400;;;14.00;1252.00;[];[];[]
2018-09-04;Poste 12 Sens 1;63000;;;31.00;1120.00;[];[];[]
2018-09-04;Poste 12 Sens 1;66600;;;19.00;833.00;[];[];[]
2018-09-04;Poste 12 Sens 1;70200;;;11.00;597.00;[];[];[]
2018-09-04;Poste 12 Sens 1;73800;;;6.00;298.00;[];[];[]
2018-09-04;Poste 12 Sens 1;77400;;;4.00;194.00;[];[];[]
2018-09-04;Poste 12 Sens 1;81000;;;1.00;124.00;[];[];[]
2018-09-04;Poste 12 Sens 1;84600;;;0.00;49.00;[];[];[]
2018-09-05;Poste 12 Sens 1;1800;;;0.00;29.00;[];[];[]
2018-09-05;Poste 12 Sens 1;5400;;;1.00;30.00;[];[];[]
2018-09-05;Poste 12 Sens 1;9000;;;3.00;29.00;[];[];[]
2018-09-05;Poste 12 Sens 1;12600;;;7.00;48.00;[];[];[]
2018-09-05;Poste 12 Sens 1;16200;;;13.00;166.00;[];[];[]
2018-09-05;Poste 12 Sens 1;19800;;;30.00;794.00;[];[];[]
2018-09-05;Poste 12 Sens 1;23400;;;35.00;1030.00;[];[];[]
2018-09-05;Poste 12 Sens 1;27000;;;37.00;1152.00;[];[];[]
2018-09-05;Poste 12 Sens 1;30600;;;34.00;939.00;[];[];[]
2018-09-05;Poste 12 Sens 1;34200;;;31.00;993.00;[];[];[]
2018-09-05;Poste 12 Sens 1;37800;;;28.00;1008.00;[];[];[]
2018-09-05;Poste 12 Sens 1;41400;;;32.00;1109.00;[];[];[]
2018-09-05;Poste 12 Sens 1;45000;;;41.00;1072.00;[];[];[]
2018-09-05;Poste 12 Sens 1;48600;;;36.00;1100.00;[];[];[]
2018-09-05;Poste 12 Sens 1;52200;;;31.00;1137.00;[];[];[]
2018-09-05;Poste 12 Sens 1;55800;;;23.00;1146.00;[];[];[]
2018-09-05;Poste 12 Sens 1;59400;;;20.00;1200.00;[];[];[]
2018-09-05;Poste 12 Sens 1;63000;;;29.00;1069.00;[];[];[]
2018-09-05;Poste 12 Sens 1;66600;;;14.00;877.00;[];[];[]
2018-09-05;Poste 12 Sens 1;70200;;;8.00;606.00;[];[];[]
2018-09-05;Poste 12 Sens 1;73800;;;6.00;337.00;[];[];[]
2018-09-05;Poste 12 Sens 1;77400;;;3.00;252.00;[];[];[]
2018-09-05;Poste 12 Sens 1;81000;;;2.00;131.00;[];[];[]
2018-09-05;Poste 12 Sens 1;84600;;;3.00;66.00;[];[];[]
2018-09-06;Poste 12 Sens 1;1800;;;0.00;39.00;[];[];[]
2018-09-06;Poste 12 Sens 1;5400;;;1.00;34.00;[];[];[]
2018-09-06;Poste 12 Sens 1;9000;;;2.00;22.00;[];[];[]
2018-09-06;Poste 12 Sens 1;12600;;;9.00;34.00;[];[];[]
2018-09-06;Poste 12 Sens 1;16200;;;12.00;145.00;[];[];[]
2018-09-06;Poste 12 Sens 1;19800;;;29.00;772.00;[];[];[]
2018-09-06;Poste 12 Sens 1;23400;;;32.00;958.00;[];[];[]
2018-09-06;Poste 12 Sens 1;27000;;;36.00;1178.00;[];[];[]
2018-09-06;Poste 12 Sens 1;30600;;;39.00;938.00;[];[];[]
2018-09-06;Poste 12 Sens 1;34200;;;37.00;961.00;[];[];[]
2018-09-06;Poste 12 Sens 1;37800;;;32.00;1024.00;[];[];[]
2018-09-06;Poste 12 Sens 1;41400;;;35.00;1003.00;[];[];[]
2018-09-06;Poste 12 Sens 1;45000;;;42.00;1010.00;[];[];[]
2018-09-06;Poste 12 Sens 1;48600;;;36.00;982.00;[];[];[]
2018-09-06;Poste 12 Sens 1;52200;;;32.00;1011.00;[];[];[]
2018-09-06;Poste 12 Sens 1;55800;;;24.00;1145.00;[];[];[]
2018-09-06;Poste 12 Sens 1;59400;;;23.00;1239.00;[];[];[]
2018-09-06;Poste 12 Sens 1;63000;;;35.00;1109.00;[];[];[]
2018-09-06;Poste 12 Sens 1;66600;;;15.00;855.00;[];[];[]
2018-09-06;Poste 12 Sens 1;70200;;;8.00;621.00;[];[];[]
2018-09-06;Poste 12 Sens 1;73800;;;7.00;345.00;[];[];[]
2018-09-06;Poste 12 Sens 1;77400;;;2.00;194.00;[];[];[]
2018-09-06;Poste 12 Sens 1;81000;;;0.00;117.00;[];[];[]
2018-09-06;Poste 12 Sens 1;84600;;;0.00;57.00;[];[];[]
2018-09-07;Poste 12 Sens 1;1800;;;0.00;31.00;[];[];[]
2018-09-07;Poste 12 Sens 1;5400;;;1.00;39.00;[];[];[]
2018-09-07;Poste 12 Sens 1;9000;;;3.00;37.00;[];[];[]
2018-09-07;Poste 12 Sens 1;12600;;;6.00;51.00;[];[];[]
2018-09-07;Poste 12 Sens 1;16200;;;12.00;164.00;[];[];[]
2018-09-07;Poste 12 Sens 1;19800;;;35.00;752.00;[];[];[]
2018-09-07;Poste 12 Sens 1;23400;;;38.00;941.00;[];[];[]
2018-09-07;Poste 12 Sens 1;27000;;;37.00;1159.00;[];[];[]
2018-09-07;Poste 12 Sens 1;30600;;;34.00;1043.00;[];[];[]
2018-09-07;Poste 12 Sens 1;34200;;;36.00;1019.00;[];[];[]
2018-09-07;Poste 12 Sens 1;37800;;;40.00;971.00;[];[];[]
2018-09-07;Poste 12 Sens 1;41400;;;29.00;970.00;[];[];[]
2018-09-07;Poste 12 Sens 1;45000;;;34.00;989.00;[];[];[]
2018-09-07;Poste 12 Sens 1;48600;;;32.00;1058.00;[];[];[]
2018-09-07;Poste 12 Sens 1;52200;;;25.00;1145.00;[];[];[]
2018-09-07;Poste 12 Sens 1;55800;;;26.00;1127.00;[];[];[]
2018-09-07;Poste 12 Sens 1;59400;;;20.00;1260.00;[];[];[]
2018-09-07;Poste 12 Sens 1;63000;;;32.00;1162.00;[];[];[]
2018-09-07;Poste 12 Sens 1;66600;;;21.00;881.00;[];[];[]
2018-09-07;Poste 12 Sens 1;70200;;;13.00;642.00;[];[];[]
2018-09-07;Poste 12 Sens 1;73800;;;4.00;385.00;[];[];[]
2018-09-07;Poste 12 Sens 1;77400;;;1.00;254.00;[];[];[]
2018-09-07;Poste 12 Sens 1;81000;;;2.00;160.00;[];[];[]
2018-09-07;Poste 12 Sens 1;84600;;;0.00;126.00;[];[];[]
2018-09-08;Poste 12 Sens 1;1800;;;1.00;120.00;[];[];[]
2018-09-08;Poste 12 Sens 1;5400;;;0.00;57.00;[];[];[]
2018-09-08;Poste 12 Sens 1;9000;;;1.00;47.00;[];[];[]
2018-09-08;Poste 12 Sens 1;12600;;;1.00;49.00;[];[];[]
2018-09-08;Poste 12 Sens 1;16200;;;0.00;103.00;[];[];[]
2018-09-08;Poste 12 Sens 1;19800;;;2.00;253.00;[];[];[]
2018-09-08;Poste 12 Sens 1;23400;;;6.00;420.00;[];[];[]
2018-09-08;Poste 12 Sens 1;27000;;;8.00;760.00;[];[];[]
2018-09-08;Poste 12 Sens 1;30600;;;15.00;971.00;[];[];[]
2018-09-08;Poste 12 Sens 1;34200;;;16.00;1145.00;[];[];[]
2018-09-08;Poste 12 Sens 1;37800;;;20.00;1161.00;[];[];[]
2018-09-08;Poste 12 Sens 1;41400;;;16.00;1067.00;[];[];[]
2018-09-08;Poste 12 Sens 1;45000;;;12.00;966.00;[];[];[]
2018-09-08;Poste 12 Sens 1;48600;;;15.00;970.00;[];[];[]
2018-09-08;Poste 12 Sens 1;52200;;;12.00;1146.00;[];[];[]
2018-09-08;Poste 12 Sens 1;55800;;;16.00;1022.00;[];[];[]
2018-09-08;Poste 12 Sens 1;59400;;;18.00;1043.00;[];[];[]
2018-09-08;Poste 12 Sens 1;63000;;;19.00;1086.00;[];[];[]
2018-09-08;Poste 12 Sens 1;66600;;;15.00;1014.00;[];[];[]
2018-09-08;Poste 12 Sens 1;70200;;;7.00;832.00;[];[];[]
2018-09-08;Poste 12 Sens 1;73800;;;6.00;507.00;[];[];[]
2018-09-08;Poste 12 Sens 1;77400;;;2.00;313.00;[];[];[]
2018-09-08;Poste 12 Sens 1;81000;;;1.00;207.00;[];[];[]
2018-09-08;Poste 12 Sens 1;84600;;;0.00;174.00;[];[];[]
2018-09-09;Poste 12 Sens 1;1800;;;2.00;202.00;[];[];[]
2018-09-09;Poste 12 Sens 1;5400;;;0.00;91.00;[];[];[]
2018-09-09;Poste 12 Sens 1;9000;;;0.00;117.00;[];[];[]
2018-09-09;Poste 12 Sens 1;12600;;;1.00;65.00;[];[];[]
2018-09-09;Poste 12 Sens 1;16200;;;1.00;75.00;[];[];[]
2018-09-09;Poste 12 Sens 1;19800;;;2.00;186.00;[];[];[]
2018-09-09;Poste 12 Sens 1;23400;;;3.00;211.00;[];[];[]
2018-09-09;Poste 12 Sens 1;27000;;;6.00;288.00;[];[];[]
2018-09-09;Poste 12 Sens 1;30600;;;10.00;568.00;[];[];[]
2018-09-09;Poste 12 Sens 1;34200;;;13.00;731.00;[];[];[]
2018-09-09;Poste 12 Sens 1;37800;;;12.00;835.00;[];[];[]
2018-09-09;Poste 12 Sens 1;41400;;;14.00;942.00;[];[];[]
2018-09-09;Poste 12 Sens 1;45000;;;11.00;803.00;[];[];[]
2018-09-09;Poste 12 Sens 1;48600;;;8.00;464.00;[];[];[]
2018-09-09;Poste 12 Sens 1;52200;;;4.00;420.00;[];[];[]
2018-09-09;Poste 12 Sens 1;55800;;;3.00;489.00;[];[];[]
2018-09-09;Poste 12 Sens 1;59400;;;1.00;523.00;[];[];[]
2018-09-09;Poste 12 Sens 1;63000;;;1.00;558.00;[];[];[]
2018-09-09;Poste 12 Sens 1;66600;;;0.00;506.00;[];[];[]
2018-09-09;Poste 12 Sens 1;70200;;;0.00;367.00;[];[];[]
2018-09-09;Poste 12 Sens 1;73800;;;1.00;282.00;[];[];[]
2018-09-09;Poste 12 Sens 1;77400;;;1.00;218.00;[];[];[]
2018-09-09;Poste 12 Sens 1;81000;;;0.00;132.00;[];[];[]
2018-09-09;Poste 12 Sens 1;84600;;;0.00;70.00;[];[];[]
2018-09-03;Poste 12 Sens 2;1800;;;0.00;53.00;[];[];[]
2018-09-03;Poste 12 Sens 2;5400;;;0.00;42.00;[];[];[]
2018-09-03;Poste 12 Sens 2;9000;;;2.00;51.00;[];[];[]
2018-09-03;Poste 12 Sens 2;12600;;;1.00;40.00;[];[];[]
2018-09-03;Poste 12 Sens 2;16200;;;6.00;78.00;[];[];[]
2018-09-03;Poste 12 Sens 2;19800;;;9.00;365.00;[];[];[]
2018-09-03;Poste 12 Sens 2;23400;;;23.00;800.00;[];[];[]
2018-09-03;Poste 12 Sens 2;27000;;;29.00;1114.00;[];[];[]
2018-09-03;Poste 12 Sens 2;30600;;;22.00;1015.00;[];[];[]
2018-09-03;Poste 12 Sens 2;34200;;;21.00;994.00;[];[];[]
2018-09-03;Poste 12 Sens 2;37800;;;21.00;973.00;[];[];[]
2018-09-03;Poste 12 Sens 2;41400;;;30.00;988.00;[];[];[]
2018-09-03;Poste 12 Sens 2;45000;;;18.00;1094.00;[];[];[]
2018-09-03;Poste 12 Sens 2;48600;;;21.00;1056.00;[];[];[]
2018-09-03;Poste 12 Sens 2;52200;;;17.00;1002.00;[];[];[]
2018-09-03;Poste 12 Sens 2;55800;;;17.00;1247.00;[];[];[]
2018-09-03;Poste 12 Sens 2;59400;;;13.00;1237.00;[];[];[]
2018-09-03;Poste 12 Sens 2;63000;;;21.00;1147.00;[];[];[]
2018-09-03;Poste 12 Sens 2;66600;;;25.00;1272.00;[];[];[]
2018-09-03;Poste 12 Sens 2;70200;;;12.00;876.00;[];[];[]
2018-09-03;Poste 12 Sens 2;73800;;;8.00;533.00;[];[];[]
2018-09-03;Poste 12 Sens 2;77400;;;9.00;261.00;[];[];[]
2018-09-03;Poste 12 Sens 2;81000;;;8.00;123.00;[];[];[]
2018-09-03;Poste 12 Sens 2;84600;;;1.00;64.00;[];[];[]
2018-09-04;Poste 12 Sens 2;1800;;;0.00;35.00;[];[];[]
2018-09-04;Poste 12 Sens 2;5400;;;0.00;17.00;[];[];[]
2018-09-04;Poste 12 Sens 2;9000;;;4.00;15.00;[];[];[]
2018-09-04;Poste 12 Sens 2;12600;;;0.00;32.00;[];[];[]
2018-09-04;Poste 12 Sens 2;16200;;;7.00;85.00;[];[];[]
2018-09-04;Poste 12 Sens 2;19800;;;9.00;397.00;[];[];[]
2018-09-04;Poste 12 Sens 2;23400;;;23.00;874.00;[];[];[]
2018-09-04;Poste 12 Sens 2;27000;;;30.00;1195.00;[];[];[]
2018-09-04;Poste 12 Sens 2;30600;;;29.00;939.00;[];[];[]
2018-09-04;Poste 12 Sens 2;34200;;;20.00;978.00;[];[];[]
2018-09-04;Poste 12 Sens 2;37800;;;23.00;1063.00;[];[];[]
2018-09-04;Poste 12 Sens 2;41400;;;23.00;1185.00;[];[];[]
2018-09-04;Poste 12 Sens 2;45000;;;21.00;1114.00;[];[];[]
2018-09-04;Poste 12 Sens 2;48600;;;19.00;1018.00;[];[];[]
2018-09-04;Poste 12 Sens 2;52200;;;17.00;1153.00;[];[];[]
2018-09-04;Poste 12 Sens 2;55800;;;14.00;1285.00;[];[];[]
2018-09-04;Poste 12 Sens 2;59400;;;15.00;1223.00;[];[];[]
2018-09-04;Poste 12 Sens 2;63000;;;31.00;1280.00;[];[];[]
2018-09-04;Poste 12 Sens 2;66600;;;23.00;1275.00;[];[];[]
2018-09-04;Poste 12 Sens 2;70200;;;11.00;914.00;[];[];[]
2018-09-04;Poste 12 Sens 2;73800;;;9.00;616.00;[];[];[]
2018-09-04;Poste 12 Sens 2;77400;;;7.00;312.00;[];[];[]
2018-09-04;Poste 12 Sens 2;81000;;;4.00;197.00;[];[];[]
2018-09-04;Poste 12 Sens 2;84600;;;2.00;130.00;[];[];[]
2018-09-05;Poste 12 Sens 2;1800;;;0.00;61.00;[];[];[]
2018-09-05;Poste 12 Sens 2;5400;;;0.00;32.00;[];[];[]
2018-09-05;Poste 12 Sens 2;9000;;;1.00;31.00;[];[];[]
2018-09-05;Poste 12 Sens 2;12600;;;0.00;24.00;[];[];[]
2018-09-05;Poste 12 Sens 2;16200;;;4.00;98.00;[];[];[]
2018-09-05;Poste 12 Sens 2;19800;;;8.00;386.00;[];[];[]
2018-09-05;Poste 12 Sens 2;23400;;;18.00;843.00;[];[];[]
2018-09-05;Poste 12 Sens 2;27000;;;26.00;1195.00;[];[];[]
2018-09-05;Poste 12 Sens 2;30600;;;25.00;982.00;[];[];[]
2018-09-05;Poste 12 Sens 2;34200;;;22.00;941.00;[];[];[]
2018-09-05;Poste 12 Sens 2;37800;;;26.00;1042.00;[];[];[]
2018-09-05;Poste 12 Sens 2;41400;;;25.00;1112.00;[];[];[]
2018-09-05;Poste 12 Sens 2;45000;;;22.00;1194.00;[];[];[]
2018-09-05;Poste 12 Sens 2;48600;;;23.00;1096.00;[];[];[]
2018-09-05;Poste 12 Sens 2;52200;;;17.00;1206.00;[];[];[]
2018-09-05;Poste 12 Sens 2;55800;;;16.00;1233.00;[];[];[]
2018-09-05;Poste 12 Sens 2;59400;;;15.00;1243.00;[];[];[]
2018-09-05;Poste 12 Sens 2;63000;;;26.00;1291.00;[];[];[]
2018-09-05;Poste 12 Sens 2;66600;;;21.00;1302.00;[];[];[]
2018-09-05;Poste 12 Sens 2;70200;;;18.00;968.00;[];[];[]
2018-09-05;Poste 12 Sens 2;73800;;;11.00;612.00;[];[];[]
2018-09-05;Poste 12 Sens 2;77400;;;10.00;338.00;[];[];[]
2018-09-05;Poste 12 Sens 2;81000;;;7.00;201.00;[];[];[]
2018-09-05;Poste 12 Sens 2;84600;;;8.00;112.00;[];[];[]
2018-09-06;Poste 12 Sens 2;1800;;;6.00;55.00;[];[];[]
2018-09-06;Poste 12 Sens 2;5400;;;3.00;43.00;[];[];[]
2018-09-06;Poste 12 Sens 2;9000;;;3.00;32.00;[];[];[]
2018-09-06;Poste 12 Sens 2;12600;;;1.00;38.00;[];[];[]
2018-09-06;Poste 12 Sens 2;16200;;;9.00;83.00;[];[];[]
2018-09-06;Poste 12 Sens 2;19800;;;8.00;367.00;[];[];[]
2018-09-06;Poste 12 Sens 2;23400;;;22.00;935.00;[];[];[]
2018-09-06;Poste 12 Sens 2;27000;;;31.00;1240.00;[];[];[]
2018-09-06;Poste 12 Sens 2;30600;;;28.00;997.00;[];[];[]
2018-09-06;Poste 12 Sens 2;34200;;;21.00;891.00;[];[];[]
2018-09-06;Poste 12 Sens 2;37800;;;23.00;1110.00;[];[];[]
2018-09-06;Poste 12 Sens 2;41400;;;24.00;1232.00;[];[];[]
2018-09-06;Poste 12 Sens 2;45000;;;26.00;1278.00;[];[];[]
2018-09-06;Poste 12 Sens 2;48600;;;20.00;1187.00;[];[];[]
2018-09-06;Poste 12 Sens 2;52200;;;24.00;1168.00;[];[];[]
2018-09-06;Poste 12 Sens 2;55800;;;17.00;1211.00;[];[];[]
2018-09-06;Poste 12 Sens 2;59400;;;17.00;1218.00;[];[];[]
2018-09-06;Poste 12 Sens 2;63000;;;29.00;1214.00;[];[];[]
2018-09-06;Poste 12 Sens 2;66600;;;20.00;1287.00;[];[];[]
2018-09-06;Poste 12 Sens 2;70200;;;12.00;919.00;[];[];[]
2018-09-06;Poste 12 Sens 2;73800;;;6.00;592.00;[];[];[]
2018-09-06;Poste 12 Sens 2;77400;;;4.00;339.00;[];[];[]
2018-09-06;Poste 12 Sens 2;81000;;;2.00;191.00;[];[];[]
2018-09-06;Poste 12 Sens 2;84600;;;1.00;111.00;[];[];[]
2018-09-07;Poste 12 Sens 2;1800;;;0.00;59.00;[];[];[]
2018-09-07;Poste 12 Sens 2;5400;;;0.00;45.00;[];[];[]
2018-09-07;Poste 12 Sens 2;9000;;;3.00;38.00;[];[];[]
2018-09-07;Poste 12 Sens 2;12600;;;0.00;35.00;[];[];[]
2018-09-07;Poste 12 Sens 2;16200;;;7.00;83.00;[];[];[]
2018-09-07;Poste 12 Sens 2;19800;;;9.00;373.00;[];[];[]
2018-09-07;Poste 12 Sens 2;23400;;;25.00;809.00;[];[];[]
2018-09-07;Poste 12 Sens 2;27000;;;30.00;1217.00;[];[];[]
2018-09-07;Poste 12 Sens 2;30600;;;27.00;1061.00;[];[];[]
2018-09-07;Poste 12 Sens 2;34200;;;25.00;983.00;[];[];[]
2018-09-07;Poste 12 Sens 2;37800;;;21.00;1103.00;[];[];[]
2018-09-07;Poste 12 Sens 2;41400;;;17.00;1262.00;[];[];[]
2018-09-07;Poste 12 Sens 2;45000;;;22.00;1293.00;[];[];[]
2018-09-07;Poste 12 Sens 2;48600;;;15.00;1183.00;[];[];[]
2018-09-07;Poste 12 Sens 2;52200;;;18.00;1188.00;[];[];[]
2018-09-07;Poste 12 Sens 2;55800;;;17.00;1182.00;[];[];[]
2018-09-07;Poste 12 Sens 2;59400;;;18.00;1231.00;[];[];[]
2018-09-07;Poste 12 Sens 2;63000;;;21.00;1208.00;[];[];[]
2018-09-07;Poste 12 Sens 2;66600;;;22.00;1319.00;[];[];[]
2018-09-07;Poste 12 Sens 2;70200;;;14.00;1090.00;[];[];[]
2018-09-07;Poste 12 Sens 2;73800;;;9.00;727.00;[];[];[]
2018-09-07;Poste 12 Sens 2;77400;;;7.00;379.00;[];[];[]
2018-09-07;Poste 12 Sens 2;81000;;;1.00;276.00;[];[];[]
2018-09-07;Poste 12 Sens 2;84600;;;1.00;250.00;[];[];[]
2018-09-08;Poste 12 Sens 2;1800;;;0.00;147.00;[];[];[]
2018-09-08;Poste 12 Sens 2;5400;;;0.00;108.00;[];[];[]
2018-09-08;Poste 12 Sens 2;9000;;;0.00;81.00;[];[];[]
2018-09-08;Poste 12 Sens 2;12600;;;0.00;53.00;[];[];[]
2018-09-08;Poste 12 Sens 2;16200;;;1.00;84.00;[];[];[]
2018-09-08;Poste 12 Sens 2;19800;;;6.00;237.00;[];[];[]
2018-09-08;Poste 12 Sens 2;23400;;;12.00;390.00;[];[];[]
2018-09-08;Poste 12 Sens 2;27000;;;8.00;560.00;[];[];[]
2018-09-08;Poste 12 Sens 2;30600;;;12.00;766.00;[];[];[]
2018-09-08;Poste 12 Sens 2;34200;;;7.00;1093.00;[];[];[]
2018-09-08;Poste 12 Sens 2;37800;;;13.00;1227.00;[];[];[]
2018-09-08;Poste 12 Sens 2;41400;;;14.00;1215.00;[];[];[]
2018-09-08;Poste 12 Sens 2;45000;;;20.00;1231.00;[];[];[]
2018-09-08;Poste 12 Sens 2;48600;;;11.00;1053.00;[];[];[]
2018-09-08;Poste 12 Sens 2;52200;;;7.00;1078.00;[];[];[]
2018-09-08;Poste 12 Sens 2;55800;;;13.00;1228.00;[];[];[]
2018-09-08;Poste 12 Sens 2;59400;;;12.00;1176.00;[];[];[]
2018-09-08;Poste 12 Sens 2;63000;;;9.00;1178.00;[];[];[]
2018-09-08;Poste 12 Sens 2;66600;;;14.00;1217.00;[];[];[]
2018-09-08;Poste 12 Sens 2;70200;;;9.00;1142.00;[];[];[]
2018-09-08;Poste 12 Sens 2;73800;;;6.00;775.00;[];[];[]
2018-09-08;Poste 12 Sens 2;77400;;;3.00;491.00;[];[];[]
2018-09-08;Poste 12 Sens 2;81000;;;3.00;390.00;[];[];[]
2018-09-08;Poste 12 Sens 2;84600;;;2.00;279.00;[];[];[]
2018-09-09;Poste 12 Sens 2;1800;;;0.00;256.00;[];[];[]
2018-09-09;Poste 12 Sens 2;5400;;;0.00;176.00;[];[];[]
2018-09-09;Poste 12 Sens 2;9000;;;0.00;116.00;[];[];[]
2018-09-09;Poste 12 Sens 2;12600;;;0.00;91.00;[];[];[]
2018-09-09;Poste 12 Sens 2;16200;;;0.00;97.00;[];[];[]
2018-09-09;Poste 12 Sens 2;19800;;;0.00;152.00;[];[];[]
2018-09-09;Poste 12 Sens 2;23400;;;3.00;296.00;[];[];[]
2018-09-09;Poste 12 Sens 2;27000;;;3.00;370.00;[];[];[]
2018-09-09;Poste 12 Sens 2;30600;;;7.00;539.00;[];[];[]
2018-09-09;Poste 12 Sens 2;34200;;;6.00;874.00;[];[];[]
2018-09-09;Poste 12 Sens 2;37800;;;10.00;1131.00;[];[];[]
2018-09-09;Poste 12 Sens 2;41400;;;7.00;1039.00;[];[];[]
2018-09-09;Poste 12 Sens 2;45000;;;4.00;965.00;[];[];[]
2018-09-09;Poste 12 Sens 2;48600;;;2.00;747.00;[];[];[]
2018-09-09;Poste 12 Sens 2;52200;;;3.00;583.00;[];[];[]
2018-09-09;Poste 12 Sens 2;55800;;;1.00;641.00;[];[];[]
2018-09-09;Poste 12 Sens 2;59400;;;3.00;712.00;[];[];[]
2018-09-09;Poste 12 Sens 2;63000;;;1.00;671.00;[];[];[]
2018-09-09;Poste 12 Sens 2;66600;;;1.00;610.00;[];[];[]
2018-09-09;Poste 12 Sens 2;70200;;;0.00;437.00;[];[];[]
2018-09-09;Poste 12 Sens 2;73800;;;1.00;352.00;[];[];[]
2018-09-09;Poste 12 Sens 2;77400;;;0.00;223.00;[];[];[]
2018-09-09;Poste 12 Sens 2;81000;;;0.00;129.00;[];[];[]
2018-09-09;Poste 12 Sens 2;84600;;;0.00;75.00;[];[];[]
2018-09-03;Poste 13 Sens 1;1800;;;0.00;31.00;[];[];[]
2018-09-03;Poste 13 Sens 1;5400;;;0.00;30.00;[];[];[]
2018-09-03;Poste 13 Sens 1;9000;;;3.00;27.00;[];[];[]
2018-09-03;Poste 13 Sens 1;12600;;;4.00;21.00;[];[];[]
2018-09-03;Poste 13 Sens 1;16200;;;5.00;59.00;[];[];[]
2018-09-03;Poste 13 Sens 1;19800;;;9.00;283.00;[];[];[]
2018-09-03;Poste 13 Sens 1;23400;;;19.00;611.00;[];[];[]
2018-09-03;Poste 13 Sens 1;27000;;;27.00;871.00;[];[];[]
2018-09-03;Poste 13 Sens 1;30600;;;26.00;608.00;[];[];[]
2018-09-03;Poste 13 Sens 1;34200;;;22.00;661.00;[];[];[]
2018-09-03;Poste 13 Sens 1;37800;;;24.00;762.00;[];[];[]
2018-09-03;Poste 13 Sens 1;41400;;;21.00;808.00;[];[];[]
2018-09-03;Poste 13 Sens 1;45000;;;26.00;797.00;[];[];[]
2018-09-03;Poste 13 Sens 1;48600;;;28.00;779.00;[];[];[]
2018-09-03;Poste 13 Sens 1;52200;;;22.00;834.00;[];[];[]
2018-09-03;Poste 13 Sens 1;55800;;;17.00;872.00;[];[];[]
2018-09-03;Poste 13 Sens 1;59400;;;15.00;902.00;[];[];[]
2018-09-03;Poste 13 Sens 1;63000;;;13.00;791.00;[];[];[]
