day;sensor;time_[s];speed_[km/h];occupancy_[%];PL/h;VL/h;speed_per_lane;occupancy_per_lane;flow_per_lane_[veh/h]
2018-09-06;Poste 12 Sens 2*;72359;;;7.00;648.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;72719;;;7.00;683.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;73079;;;6.00;602.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;73439;;;6.00;616.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;73799;;;6.00;602.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;74159;;;6.00;587.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;74519;;;6.00;588.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;74879;;;6.00;589.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;75239;;;6.00;553.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;75599;;;5.00;449.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;75959;;;5.00;387.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;76319;;;4.00;350.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;76679;;;5.00;400.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;77039;;;4.00;348.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;77399;;;4.00;341.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;77759;;;4.00;339.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;78119;;;4.00;326.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;78479;;;4.00;325.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;78839;;;4.00;326.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;79199;;;4.00;305.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;79559;;;2.00;204.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;79919;;;2.00;223.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;80279;;;2.00;196.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;80639;;;2.00;184.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;80999;;;2.00;194.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;81359;;;2.00;193.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;81719;;;2.00;187.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;82079;;;2.00;168.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;82439;;;2.00;172.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;82799;;;2.00;182.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;83159;;;1.00;111.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;83519;;;1.00;114.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;83879;;;1.00;110.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;84239;;;1.00;110.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;84599;;;1.00;108.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;84959;;;1.00;110.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;85319;;;1.00;100.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;85679;;;1.00;110.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;86039;;;1.00;110.00;[];[];[]
2018-09-06;Poste 12 Sens 2*;86399;;;1.00;104.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;359;;;0.00;67.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;719;;;0.00;59.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;1079;;;0.00;70.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;1439;;;0.00;60.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;1799;;;0.00;54.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;2159;;;0.00;50.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;2519;;;0.00;46.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;2879;;;0.00;66.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;3239;;;0.00;49.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;3599;;;0.00;57.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;3959;;;0.00;44.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;4319;;;0.00;45.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;4679;;;0.00;45.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;5039;;;0.00;41.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;5399;;;0.00;45.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;5759;;;0.00;49.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;6119;;;0.00;45.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;6479;;;0.00;57.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;6839;;;0.00;49.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;7199;;;0.00;42.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;7559;;;4.00;50.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;7919;;;3.00;39.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;8279;;;2.00;26.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;8639;;;3.00;38.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;8999;;;4.00;46.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;9359;;;3.00;40.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;9719;;;3.00;37.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;10079;;;3.00;35.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;10439;;;3.00;38.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;10799;;;2.00;25.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;11159;;;0.00;29.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;11519;;;0.00;20.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;11879;;;0.00;25.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;12239;;;0.00;40.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;12599;;;0.00;36.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;12959;;;0.00;27.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;13319;;;0.00;37.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;13679;;;0.00;67.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;14039;;;0.00;36.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;14399;;;0.00;35.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;14759;;;0.00;0.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;15119;;;5.00;55.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;15479;;;5.00;54.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;15839;;;6.00;66.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;16199;;;6.00;75.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;16559;;;7.00;86.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;16919;;;9.00;111.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;17279;;;9.00;107.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;17639;;;12.00;138.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;17999;;;11.00;131.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;18359;;;5.00;197.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;18719;;;4.00;175.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;19079;;;8.00;345.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;19439;;;6.00;232.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;19799;;;8.00;340.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;20159;;;9.00;385.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;20519;;;9.00;387.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;20879;;;11.00;438.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;21239;;;14.00;566.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;21599;;;11.00;465.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;21959;;;22.00;702.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;22319;;;23.00;751.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;22679;;;21.00;689.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;23039;;;23.00;746.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;23399;;;24.00;768.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;23759;;;25.00;793.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;24119;;;26.00;832.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;24479;;;30.00;955.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;24839;;;29.00;936.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;25199;;;28.00;920.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;25559;;;28.00;1116.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;25919;;;26.00;1060.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;26279;;;28.00;1149.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;26639;;;30.00;1224.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;26999;;;30.00;1227.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;27359;;;30.00;1224.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;27719;;;33.00;1342.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;28079;;;31.00;1239.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;28439;;;33.00;1322.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;28799;;;30.00;1214.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;29159;;;27.00;1068.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;29519;;;27.00;1066.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;29879;;;28.00;1112.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;30239;;;27.00;1061.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;30599;;;27.00;1066.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;30959;;;27.00;1049.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;31319;;;25.00;971.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;31679;;;25.00;992.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;32039;;;26.00;1035.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;32399;;;26.00;1005.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;32759;;;25.00;991.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;33119;;;24.00;951.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;33479;;;25.00;975.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;33839;;;26.00;1020.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;34199;;;25.00;976.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;34559;;;26.00;1012.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;34919;;;25.00;995.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;35279;;;25.00;983.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;35639;;;25.00;996.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;35999;;;25.00;991.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;36359;;;21.00;1123.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;36719;;;21.00;1090.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;37079;;;21.00;1091.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;37439;;;22.00;1143.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;37799;;;22.00;1133.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;38159;;;21.00;1085.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;38519;;;21.00;1119.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;38879;;;21.00;1095.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;39239;;;21.00;1091.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;39599;;;21.00;1099.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;39959;;;16.00;1194.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;40319;;;17.00;1265.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;40679;;;17.00;1276.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;41039;;;16.00;1201.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;41399;;;17.00;1266.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;41759;;;17.00;1253.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;42119;;;18.00;1315.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;42479;;;17.00;1292.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;42839;;;17.00;1270.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;43199;;;18.00;1311.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;43559;;;22.00;1317.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;43919;;;23.00;1368.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;44279;;;23.00;1368.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;44639;;;22.00;1298.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;44999;;;22.00;1291.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;45359;;;22.00;1296.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;45719;;;21.00;1211.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;46079;;;22.00;1274.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;46439;;;22.00;1292.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;46799;;;22.00;1291.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;47159;;;12.00;974.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;47519;;;15.00;1179.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;47879;;;15.00;1196.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;48239;;;15.00;1183.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;48599;;;14.00;1116.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;48959;;;16.00;1242.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;49319;;;16.00;1233.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;49679;;;16.00;1225.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;50039;;;15.00;1198.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;50399;;;15.00;1199.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;50759;;;18.00;1187.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;51119;;;18.00;1199.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;51479;;;18.00;1184.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;51839;;;18.00;1185.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;52199;;;18.00;1180.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;52559;;;18.00;1167.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;52919;;;18.00;1155.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;53279;;;19.00;1257.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;53639;;;19.00;1284.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;53999;;;18.00;1173.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;54359;;;17.00;1184.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;54719;;;18.00;1242.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;55079;;;18.00;1251.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;55439;;;18.00;1256.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;55799;;;17.00;1172.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;56159;;;16.00;1085.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;56519;;;17.00;1200.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;56879;;;17.00;1169.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;57239;;;15.00;1076.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;57599;;;16.00;1096.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;57959;;;18.00;1238.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;58319;;;18.00;1221.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;58679;;;18.00;1254.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;59039;;;18.00;1263.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;59399;;;18.00;1214.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;59759;;;18.00;1239.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;60119;;;18.00;1208.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;60479;;;18.00;1204.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;60839;;;18.00;1227.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;61199;;;18.00;1198.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;61559;;;21.00;1220.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;61919;;;21.00;1200.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;62279;;;21.00;1214.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;62639;;;21.00;1223.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;62999;;;21.00;1217.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;63359;;;22.00;1246.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;63719;;;21.00;1232.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;64079;;;22.00;1291.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;64439;;;21.00;1198.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;64799;;;20.00;1178.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;65159;;;23.00;1393.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;65519;;;22.00;1342.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;65879;;;22.00;1318.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;66239;;;22.00;1323.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;66599;;;23.00;1398.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;66959;;;22.00;1340.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;67319;;;22.00;1306.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;67679;;;22.00;1316.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;68039;;;19.00;1168.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;68399;;;22.00;1296.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;68759;;;15.00;1179.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;69119;;;15.00;1163.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;69479;;;15.00;1166.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;69839;;;15.00;1144.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;70199;;;13.00;1046.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;70559;;;14.00;1106.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;70919;;;13.00;1050.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;71279;;;13.00;1048.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;71639;;;13.00;1025.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;71999;;;13.00;1018.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;72359;;;9.00;740.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;72719;;;9.00;748.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;73079;;;9.00;748.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;73439;;;9.00;729.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;73799;;;9.00;718.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;74159;;;9.00;699.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;74519;;;9.00;729.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;74879;;;9.00;712.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;75239;;;8.00;685.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;75599;;;8.00;649.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;75959;;;7.00;382.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;76319;;;7.00;392.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;76679;;;7.00;381.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;77039;;;7.00;379.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;77399;;;7.00;386.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;77759;;;7.00;376.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;78119;;;7.00;377.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;78479;;;7.00;362.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;78839;;;7.00;377.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;79199;;;6.00;341.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;79559;;;1.00;277.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;79919;;;1.00;281.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;80279;;;1.00;296.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;80639;;;1.00;300.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;80999;;;1.00;273.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;81359;;;1.00;273.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;81719;;;1.00;275.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;82079;;;1.00;259.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;82439;;;1.00;220.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;82799;;;1.00;272.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;83159;;;1.00;259.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;83519;;;1.00;298.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;83879;;;1.00;276.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;84239;;;1.00;250.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;84599;;;1.00;250.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;84959;;;1.00;246.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;85319;;;1.00;219.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;85679;;;1.00;237.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;86039;;;1.00;223.00;[];[];[]
2018-09-07;Poste 12 Sens 2*;86399;;;1.00;226.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;359;;;0.00;175.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;719;;;0.00;159.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;1079;;;0.00;147.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;1439;;;0.00;128.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;1799;;;0.00;137.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;2159;;;0.00;145.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;2519;;;0.00;147.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;2879;;;0.00;147.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;3239;;;0.00;133.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;3599;;;0.00;137.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;3959;;;0.00;118.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;4319;;;0.00;112.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;4679;;;0.00;118.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;5039;;;0.00;104.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;5399;;;0.00;109.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;5759;;;0.00;96.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;6119;;;0.00;108.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;6479;;;0.00;104.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;6839;;;0.00;105.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;7199;;;0.00;110.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;7559;;;0.00;80.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;7919;;;0.00;91.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;8279;;;0.00;78.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;8639;;;0.00;79.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;8999;;;0.00;85.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;9359;;;0.00;65.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;9719;;;0.00;89.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;10079;;;0.00;86.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;10439;;;0.00;83.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;10799;;;0.00;68.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;11159;;;0.00;39.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;11519;;;0.00;52.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;11879;;;0.00;55.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;12239;;;0.00;41.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;12599;;;0.00;53.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;12959;;;0.00;51.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;13319;;;0.00;53.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;13679;;;0.00;53.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;14039;;;0.00;39.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;14399;;;0.00;53.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;14759;;;0.00;18.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;15119;;;1.00;61.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;15479;;;1.00;62.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;15839;;;1.00;81.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;16199;;;1.00;95.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;16559;;;1.00;82.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;16919;;;1.00;121.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;17279;;;1.00;92.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;17639;;;1.00;106.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;17999;;;2.00;150.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;18359;;;5.00;217.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;18719;;;6.00;226.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;19079;;;5.00;201.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;19439;;;6.00;218.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;19799;;;6.00;225.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;20159;;;6.00;242.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;20519;;;6.00;242.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;20879;;;7.00;284.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;21239;;;7.00;274.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;21599;;;7.00;294.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;21959;;;10.00;320.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;22319;;;10.00;333.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;22679;;;9.00;300.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;23039;;;11.00;351.00;[];[];[]
2018-09-08;Poste 12 Sens 2*;23399;;;12.00;391.00;[];[];[]
